1500,2922.881220164848,656.7378509647373,3106.367359836659,3122.9208975312463,control
1501,2943.209709537591,610.186780220002,3143.5447955001737,3112.272608791609,control
1502,2901.7244500334637,657.8185831232383,3156.174422979811,3084.928279981317,control
1503,2923.2915056865204,655.7641041202623,3140.103963370006,3078.326846980798,control
1504,2918.5035451275176,690.366965611886,3133.7160821187917,3051.5845416382967,control
1505,2904.346977759041,616.0465028576718,3209.643730662102,3061.2173602345533,control
1506,2905.6531350822097,575.7542724381887,3217.052088510799,3092.7950754821723,control
1507,2921.720244996944,612.9739076717939,3167.64119398626,3088.9069671586817,control
1508,2894.73667597991,612.4585245472039,3183.1004534346903,3104.261945512973,control
1509,2887.5597458885804,706.1885662716481,3138.1079844484775,3062.1904404410493,control
1510,2910.808132629314,796.5708877381936,3129.0496333882406,2957.61808329401,control
1511,2886.590160140703,837.2930267218201,3135.399144871572,2935.1131991229354,control
1512,2933.3726653977233,831.5781249542463,3117.329908008152,2915.2741484571525,control
1513,2921.524890345093,830.5754180306762,3117.593581217119,2924.3528474568684,control
1514,2919.590994974459,835.5272055110877,3115.2070006633617,2919.336589852687,control
1515,2918.345231192777,838.4059698656057,3117.827985638888,2912.7222496723025,control
1516,2925.7347885872086,858.7765061763091,3070.9268225919664,2879.750938502963,control
1517,2883.942906224595,862.5078441533839,3090.494233595778,2895.4878184951426,control
1518,2908.418894430423,887.9109554817907,3092.2305661723926,2836.110636236826,control
1519,2898.412532157568,944.2672900447612,3018.5485213567426,2860.355099760522,control
1520,2882.4150832916234,868.8673891370005,3065.1757699408477,2904.2309264744904,control
1521,2894.5768135096378,827.4844792019919,3026.328188056811,2910.5304441730086,control
1522,2883.769104806437,875.4708991358381,3056.380405082686,2904.7374042067136,control
1523,2881.7606999456893,876.6070207225749,3059.0057071029178,2906.966268937964,control
1524,2879.3703090578365,879.5803105082197,3022.3240460914067,2939.7074559061925,control
1525,2880.929392404224,877.9875544368741,3020.612470822219,2870.786077554364,control
1526,2856.1452603075722,921.6522479169374,3033.502086994519,2840.6524246241024,control
1527,2889.8390009625127,958.3241516800981,3017.072211197811,2858.5839727286825,control
1528,2854.696768066825,920.8263274928564,3071.145851832192,2870.8710831785397,control
1529,2862.487764297103,962.1690797346138,3068.026608514236,2832.5523093976535,control
